,state,Satisfaction,text,sent,emotion
1409,Utah,5,"I stayed at Heritage because of the travel time each day. 1 hr. and 40 minutes from my  home. I received a $75 ticket for parking, taking my items to the room then returning to car. Less than 8 - 10 minutes.  There were no parking spots nor an unloading or unloading area.  The ticket was resolved after my visit to the police building. But I had to walk to my parked car trying to carry 2 bags and a small suitcase.  If not for the young male student helping me it would have taken my 3 times longer to reach my car which was parked in the Marriot parking.  It was up hill then down a long stairs. Very discouraging!!",negative,fear
1410,Utah,5,,neutral,neutral
1411,Utah,5,"I've been inspired to set some new goals, so spiritual and others not. ",positive,positive
1412,Utah,5,Need to either be housed on the ground floor or in a building with an elevator ,neutral,neutral
1413,Florida,4,I would choose to stay in Heritage Halls instead of Helaman Halls.  ,neutral,neutral
1414,Arizona,4,I don’t know how to improve it but I would love to see a dance or social for “older”singles. I know there was a dance for the youth on Thursday. There are a lot of older singles that would like to get to know each other as well. ,positive,joy
1415,Utah,5,"It has increased my knowledge which gives me ways to improve myself, making me more serviceable to Hod",positive,positive
1416,Utah,3,It was too crowded. ,negative,negative
1417,California,5,I wish it was longer or I could clone myself so I could go to all the classes I wanted to go to,negative,negative
1418,Utah,5,please allow John Hilton to have his class earlier in the day.  ,neutral,neutral
1419,Utah,5,Buildings need to be labeled better.,neutral,neutral
1420,Arizona,4,Organization! Difficult to navigate for the first couple days and get a routine. Overcrowded classes left me in many overflow rooms. Some sound levels and view of presenter and materials were inadequate.,negative,sadness
1421,Utah,5,Get the paper catalog in the mail.  Finish construction on campus. 🤪  ,neutral,anticipation
1422,Utah,5,,neutral,neutral
1423,Alberta,5,everything was good,positive,positive
1424,Utah,5,More food choices in the Marriott ,positive,positive
1425,North Dakota,5,"Maybe be a little more relaxed about crowd control. I've been attending education week for 25 years. Sometimes the hosts can be a little uptight when it comes to crowd control, but I feel like for the most part people are very kind and patient to each other and it's not necessary to be so strict about it. ",positive,positive
1426,Arizona,5,"I loved how Elder Andersen’s address was broadcast at the JSB. I’m not sure if this has been done in the past, but as the word got around those of us who had classes afterwards on main campus we were very happy. My suggestion would be for those very, very popular presenters at the MC providing a overflow site on main campus would help the very elderly or those who struggle to get around or those who want to cut back on all the back and forth traveling. I’m ok with the traveling, but that day I had numerous back and forth trips between MC and main campus and it helped! ",positive,trust
1427,Arizona,5,my only suggestion is more family housing ,negative,negative
1428,Utah,-1,Unable to attend this year due to an back injury.  Hopefully we'll be able to attend next year. ,neutral,neutral
1429,Utah,5,I love the messages and the spirit I feel as I attend.,positive,joy
1430,California,5,Fulfilling motivating speakers and subjects,neutral,neutral
1431,Utah,5,"(1)  Open more Cougar Eat food court operations earlier so we can eat before the 8:30 classes. If they opened at 7:30 am, they'd have quite a few customers because many people arrive at that early hour.   (2)  The Heritage Halls had a major problem with their door locks Monday so that when we returned from classes at the end of the day no one could get into their rooms. The keys just wouldn't work and we spent an hour or so trying to get in contact with someone who could either fix the problem or tell us what they were doing to fix it. Finally, someone let us into our rooms, but the problem for our room wasn't corrected until sometime late at night. I realize those kind of things can sometimes happen, but we tried to call the number on the back of the key, as well as several other BYU phone numbers, and no one answered at the Heritage Halls number and they couldn't help us at the other numbers we tried. Perhaps some improvement could be made in providing a working number for such problems in the future.",negative,fear
1432,Utah,5,Greater variety of classes at different times. I felt like most of the classes I wanted to go to were all at the same times. ,positive,positive
1433,Colorado,5,"Some classes were too far away to get there without running. I feel too old to run that fast, so chose different classes. Closer buildings? Often in the overflow rooms the audio/video  didn’t work properly. Larger classrooms?",negative,negative
1434,Utah,5,,neutral,neutral
1435,Arizona,5,I only had a couple of bumps in my experience-a fire alarm going off on Monday in the Wilkinson Center. On Friday the Conference Center had had a power surge. The overflow rooms for Scott Braithwaite's class started late and he had several overflow rooms. I ended up not staying for the class.,negative,fear
1436,Arizona,5,Spiritual refreshing,positive,positive
