,ResponseId,Q16,sent,distil_bert_sent
748,R_7IpbihAm3Hd9fuP,,0,0
749,R_3uHeFd9L9RpIOLn,"Less driving, more emphasis on mingling with and engagement with people there. I wasn't talked to at all by anyone there. In comparison to the utah ysa conference I went to, I felt a lot more engagement with people i didnt know there. Also, there was a lot of empty time after the testimony meeting, and the testimony meeting was too short imo. Also the testimony meeting came too soon in the conference. We could've definitely had another dance activity afterwards as well. Speaking of which, I and many people at the conference would to have loved country swing dancing at the conference, but there wasnt much oppurtunity to do so, especially at what I would consider a rave centered dance :( It is Idaho and I feel like the lack of focus on swing dancing was a missed oppurtunity considering how popular it is in Idaho in general. Plus it gives people more oppurtunity to meet different people dancing and have a more positive feeling afterwards. I also saw many people just sit, or feel isolated at the dance as well.",-1,0
750,R_1Pirw3JYHwOKj4w,Mass transportation or just getting people together more effectively who were going to the dame classes/activities. That made it hard to get to class on time.,-1,1
751,R_7QRm9yDzmKcNXEI,Try to have the schedule not conflict with events going on in Nauvoo with the missionaries and other sites,-1,1
752,R_6QSw3brL1e6aBeD,None it was awesome,-1,2
753,R_6mNoYD5kx9lVr69,,0,0
754,R_7I7gxIxlyzo9K01,"I feel like more organized activities so others can get to know people. I felt like the only opportunity to make friends was while you were dancing with them or the speed friending at the beginning. I saw a LOT of people by themselves and I strived to talk to as many people as I could. I only made probably 3 friends that I am still talking to after the conference. I think it would help to have the freedom to choose what to do, but along side of that, have activities where you could make friends with other people. ",-1,0
755,R_1fuGwxoVvD4A37r,Add a bit more workshops and fun activities and include t-shirts when mention in the online signup sheet and help set up signup genius to those who join at the last minute,1,1
756,R_6Wx3s2ZP4xfWn2G,More and better planned group activities. I feel I didn't make any friends outside the friends I came with.,-1,2
757,R_12RAOKSbGenu7zX,Add more nauvoo specific activities,1,1
758,R_3iIlxve6KpxRZRx,"More food variety and less back-and-forth between places. We were late to every talk because everyone was going from one stake center to another for the talks, so traffic was even worse than normal.",-1,2
759,R_3fCQB0FH11PWOpM,Iâm not sure.,-1,0
760,R_3oGaeC2tewirBig,"For the Nauvoo session specifically, we skipped on a lot of the classes to go and visit old Nauvoo, so I think it would be nice to have specific time to visit old nauvoo, or have multiple sessions of the same classes.",-1,1
761,R_7CHr3vLFbSMFZBm,Having the housing closer to the venue.,1,0
762,R_7OPMswk2wLuBPhr,,0,0
763,R_6wRA6qx9yNslorj,,0,0
764,R_5OHl1WYjCPaaOBm,Only have classes after 5 when ever the historic sites close for tours,-1,1
765,R_5o0GJc8VU4zRQhZ,,0,0
766,R_6dE8vWriNL7dwz7,Make it longer. ;),-1,0
767,R_1Qo5kqh4NT2zNMW,"The conference communication needs a lot of improvement. Announcements like when to be packed came way too late (we weren't at the devotional where it was first announced), or bus schedule changes and issues. Especially clarity on rules and policies. We would hear random grapevine rules about things like opposite gender dorm visits there was never an ""orientation"" type thing where they went over these. I also wish there was more conference coordination with the Nauvoo performing missionary schedule, at least a set time to attend the Sunset on the Mississippi. We had to frequently skip big conference activities because there were things at the Nauvoo sites that we wanted to see.  I would have also loved to have some things that made it more EFYSA instead of just a big YSA conference. There wasn't much difference between this and a normal YSA conference, just that it's bigger area and more expensive. Even having some things like companies or counselors would make a huge impact.  Overall it was an amazing experience, but I don't think I would come again at the full price. ",-1,1
768,R_5D0XlhHufgR58ly,,0,0
769,R_6wdSToIl2MHrj5T,,0,0
770,R_3NXnXvH5vn1JCxC,,0,0
771,R_6JfnI4wP6Ey61LX,,0,0
772,R_5CIsGpyKeSzXh7W,Less driving/more time to mingle throughout the weekend. We didnât get to interact with anybody else at the conference really because we spent the majority of the day in the car with the people we came with.,-1,2
773,R_6HFH3UA49p4Ztpc,"1. Structure- I felt like the conference would have been better if it had been flipped. The biggest socializing time was from Friday Afternoon-Saturday with the activities, dance, and service project time, and I would have liked to start with things like that so I could have had more time to get to know people and then spend the rest of the conference with them. As it was, it was really hard to meet people because the large events were at the end, and the break out session were splitting people up so much that I didn't feel I could really get to know people. Also, I wish the get to know you games were actually just unstructured time to mingle. I felt like I briefly met a lot of people but once again didn't have enough time to establish any real knowledge or acquaintance with anyone to take into the rest of the conference or beyond. It overall just felt like we had a lot of structured time, and not a lot of chances to meet with people, unless you somehow lucked out and ended up in a lot of events together.  2. I wouldn't say I would want a conference dividing the ages, but I wish there were times when the ysa were divided into those under and over twenty-five or something similar. It was nice to meet younger ysa, but I felt that I wanted to know more ysa at my age and place in life, and I struggled to find them. I wish there was a least one activity or time were it could have been divided more on age, so I could find them. ",-1,2
774,R_1iNEWGxkcWZ6ubf,"Split the conference into groups!! It was nice getting to know people but most of them were from home or about 7 years older than me. Nothing wrong with the age gap but I didnât feel like I really got to know people until Friday night at the dance. So I would break it up and make the divide at like 18-26 then 27-35. I feel like that would be better. And also, have games have activities. Having then free time in the afternoon to do what we wanted was nice, but not much interaction I felt like happened unless you went way out of your way to get to know people. So a games night or another dance I feel like would have been great and even make it a little longer. Stay all day Saturday and have a special sacrament meeting Sunday and send them home after that.",-1,2
775,R_1n2cmXRQA9dpMkh,,0,0
776,R_5tk89k064O0rERP,,0,0
777,R_3BxJc3XNWOQXtli,Que se hagan grupos como CompaÃ±Ã­as para tener mÃ¡s contacto y no solo quedarte con las personas que conoces y movilidad a la actividad,-1,0
778,R_35Bsnz2JRxVFolP,,0,0
779,R_7CWbBBPBrOr5WD3,"Better food options, a way to get to from our hotel to the stake center without having to walk 30 minutes",1,1
780,R_5U9gT6UhD1sBWDt,More veggies/ fruit with the food,1,1
781,R_696DpgqvENwtGil,On days where all participants are split between 2 speakers (morning and afternoon) maybe have the speakers switch buildings instead of all the participants. It made the roads congested and even when we left asap with minimal traffic issues we were always late.,-1,2
782,R_7OdbyCPkV8YNrCw,,0,0
783,R_7VDeTL6fLptqKAj,Honestly was a little bummed we didn't have companies or smaller groups. Made it hard to get to know people.,-1,2
784,R_3CToLm9PF2VdZKt,"I came to the conference by myself, and I think it would have be fun to have some of the afternoon options be more structured group settings that I could just join in on. ",-1,1
785,R_3YRjYzCJsXeLjFa,More room keys.,-1,1
786,R_1pYTep5SrxGXtED,"I don't have much, maybe more room for seating (I'm somewhat large in stature and the seats were really close)",-1,1
787,R_1RkCW6J3h4Xrciw,"- Please consider being more inclusive of a wider and more modern variety of music for the closing party. I'm latina and from another country too; there were lots of Latinos; we waited forever for at least one song closer to our culture that we could enjoy dancing to with the rest of our american white friends. - Please consider better food options, including healthier menus, and not leaving aside people with food restrictions who had to sit empty handed and watch everyone else eat. - Please consider adding more commuting time in between activities - Please consider adding more activities that could more easily facilitate people getting to know each other, instead of staying only with friends and creating clicky groups  I might say, your speakers were absolutely amazing. I am so grateful for the efforts you made to bring those speakers to us. Also, I'm very grateful for all the unseen preparation that went on everything else. ",1,0
788,R_6By5fXuNGGt76W6,"Overall, it was good however there could have been more classes and activities instead of just Heise.   One they could have gotten a park and done a frisbee golf or ask members of the stake if anyone has spike ball or yard games and just be outside a little more.   Two, A Speed date and actually talk about dating ( I understand it is a hard topic however in the Idaho Falls Area it isn't pushed that much it should be more its a commandment to try in this life to date and be married)   Three, Get to know you games before the Keynote Speaker there was a good amount of time after checking in that could have been used for more things. One I would say a lot of Elders from my quorum would have attended if there were a little bit of video games involved if that Mario Kart, Smash Bros, Jack box games. This would have been great to get to know people a little more.   Four. They should have Done a 5k or 3k we have an amazing greenbelt, that follows the Snake River and goes to the Temple and the weather was perfect in the morning we could have started at the Event Center go to the Temple or church by the temple and then back. Then have a nice savory hearty breakfast made by staff, volunteers (Stake Presidents, other available members of the stake) this would be great to get to know more YSA members overall.   5th.Testimony meeting was great, but I think it should have been saved for the last day or night and switched with the concert and dance to help keep that spirit into the next day to prepare our hearts and mind to service.   6. A little more activity then Heise a lot of people weren't able to do zip lining because a lot of people signed put for zip lining and swimming both days, so some didn't get to enjoy Heise. Got some bowling or Fat Cats Miniature Golf. Rope Course. Just extra things to be doing.   I know there is a lot but being a local here there were so many missed opportunities for things that could have happened with part of this Conference. I did truly enjoy it and needed that with working so much I need to have an added moment of more social interaction. Really that highlight was the dance and I think dances in the YSA should be multi stake or entire area dances to have a good variety of YSA members to meet.  Thank you for your work in putting this all together, May the Grace of God Bless you, -Joseph Kelley   ",-1,1
